No,Ulasan,Label,Pelayanan,Fasilitas,Wahana,Kuliner
294,asri pandang desa,1,0,0,0,0
295,bagus banget,1,0,0,0,0
296,wisata sawah menentramkan hati,1,0,0,0,0
297,tempat bagus fasilitas lengkap wahana main seru harga tiket murah kolam renang kereta sawah bebek air sepeda layang becak terbang cocok rekreasi bareng anak,1,0,1,1,0
298,suasana nyaman betah sana,1,0,0,0,0
299,wisata murah manfaat,1,0,0,0,0
300,konsep bagus unik wisata tampung wisatawan viral overload pekan bagus sosmed realitanya sawah cantik bagus suka suasana alam cocok wisata cantik fasilitas bilang wahana antri minat coba wahana duduk teduh banding unjung kaki pegal panas jelang siang lapar stand makan antri duduk set masuk jam makan siang kesini coba wahana habis lapar restonya antri paksa cari resto coba wahana pribadi kenan kesini kecuali tahun fasilitas baik apresiasi kelola sepertiny usaha tambah fasilitas aktif wisata tarik weekend weekend pikir toleransi antri ramai wisata tarik suka antri timbang akses kesini prigen susah ya medan tanjak turun tajam kelok pasti kendara sehat kemudi milik alam,0,1,1,1,1
301,nyaman healing keluarga pandang nya bagus makan murah jangkau wisata olah warga,1,0,0,0,1
302,akses jalan parkir tidak,0,0,1,0,0
303,wisata alam harga tiket masuk jangkau,1,0,1,0,0
304,kesini hujan keren,1,0,0,0,0
305,harga tiket masuk murah riah ribu parkir ribu,1,0,1,0,0
306,harga tiket masuk orang sih salah opsi anak harga makan minum relatif murah kategori wisata kembang wahana main anak fasilitas gazebo pondok,0,0,1,1,1
307,bagus sejuk asri tidak kolam renang kolam air nya sumber langsung,0,0,0,1,0
308,guesthousenya bersih air panas banter banyune tvnya sengaja nikmat alam desa ya,0,0,1,0,0
309,wisata murah sejuk,1,0,0,0,0
310,murah riah,1,0,0,0,0
311,bagus fiewnya sawah alami tiket masuk mahal,1,0,1,0,0
312,tempat nyaman libur tipis murah riah,1,0,0,0,0
313,desa nilai jual duduk gotongroyong rasa hasil kerja keras,1,0,0,0,0
314,wisata alam baik ramah kantong banget wisata air bersih alami cocok wisata keluarga,1,0,0,0,0
315,usaha pagi kesini jamin keren,1,0,0,0,0
316,tarik kunjung keluarga time,1,0,0,0,0
317,bagus cocok anak,1,0,0,0,0
318,sejuk sumber air jernih cocok keluarga anak wisata edukasi relaksasi murah tiket ribu masuk,1,0,1,0,0
319,wisata nyaman murah,1,0,0,0,0
320,mantap wisata bareng keluarga biaya masuk person super murah indah lho sawah wahana parit sungai kolam mandi parkir luas parkir mobil kuliner dikit banget atap takut pas hujan terik nyaman saran tahan wahana nya biar rusak atap teduh,0,0,1,1,1
321,wisata konsep sawah kaki gunung kolam mandi kolam ikan wahana sepeda gantung ayun kuda kereta keliling sawah bebek air pojok dolan makan sedia jajan cocok refreshing teman teman keluarga tahu istirahat bangku bangku saung gendong bayi cape jalan,0,0,1,1,1
322,template nyaman,1,0,0,0,0
323,camping mantab,1,0,1,0,0
324,harga tiket masuk parkir mobil kereta harga makan standart lumayan,1,0,1,1,1
325,tempat sejuk teduh pas hujan benah jalan parkir parkir beri makan,0,0,1,0,1
326,pandang alam indah cook santa bising kota pandang sawah,1,0,0,0,0
327,wisata keluarga ramah anak,1,0,0,0,0
328,nya asri sejuk,1,0,0,0,0
329,mantap banget tempat,1,0,0,0,0
330,bagus murah,1,0,0,0,0
331,wisata murah riah uapik nomor debat,1,0,0,0,0
332,suasana sawah keliling bukit mantap,1,0,0,0,0
333,asri sejuk pas banget keluarga,1,0,0,0,0
334,bersih alami harga tiket masuk jangkau kalang cocok keluarga anak anak,1,0,1,0,0
335,pandang tengah gunung nyaman,1,0,0,0,0
336,wisata murah riah wahana bayar ya,1,0,0,1,0
337,rekreasi murah riah seru asyik pandang bagus banget harga makan murah tiket main murah cocok keluarga,1,0,0,1,1
338,nya bagus dingin sejuk sawah first time sumber gempong kemarin ramai unjung sayang makan salah makan nya saji nya bersih daun pisang nya tanah lap daun pisang lebih oke harga tiket masuk orang parkir motor,0,0,1,0,1
339,wisata keluarga alami tiket masuk include kolam renang nikmat wahana main murah fasilitas tawar sumber gempong kelola taman ghanjaran desa ketap ramai makan ya relatif murah batas parkir roda usaha kesini pagi saat weekend jam parkir penuh pintu masuk utama bisa,0,1,1,1,1
340,suasana desa natural tempat,1,0,0,0,0
341,harga tiket masuk ribu orang wisata air alami sejuk indah bersih kolam renang kolam ikan wahana harga mknan minum jangkau warung nya recomended wisata keluarga rombong,1,0,1,1,1
342,camping,1,0,1,0,0
343,tempat sejuk cocok healing anak tiket masuk murah tiket wahana harga sok far jangkau suka kereta sawah mandi air sumber terapi ikan rekomended,1,0,1,1,0
344,harga tiket masuk murah wahana bayar cocok anak oh ya renang gratis,1,0,1,1,0
345,healing nyaman murah kantong pandang wahana alam air sumber bersih terapi ikan gratis toilet wc bersih musholla bagus banget deh pokok kecewa,1,0,1,1,0
346,wisata murah riah pandang alam super sejuuuuk,1,0,0,0,0
347,rekreasi sawah suasana sejuk,1,0,0,0,0
348,parkir pas libur susah cari parkir parkir jauh ampun,0,0,1,0,0
349,yaman bersih asri,1,0,0,0,0
350,syahdu habis,1,0,0,0,0
351,bagus asri nyaman udara sejuk,1,0,0,0,0
352,wisata sawah baik kesini syahdu poll hihihi next time kesini,1,0,0,0,0
353,nyaman,1,0,0,0,0
354,wisata lihat sawah pandang gunung tanggung makan murah selesai bangun,0,0,0,0,1
355,proses bangun moga cepat,0,0,0,0,0
356,tempat becek,0,0,0,0,0
357,pagi jelang siang panas banget saran banyak gazebo teduh,0,0,1,0,0
358,wisata sawah keluarga senang anak alam main tengah sawah harga tiket masuk tiket wahana makan minum jual sana bilang murah akses jalan lokasi pokok puas ajak main keluarga sana,1,0,1,1,1
359,fasilitas lengkap cocok rekreasi alam sepeda terbang coba kurang jalan tukik hati banget nyetir pakai mobil,0,0,1,1,0
360,wwaahhh suka sejuk pas banget hemat bahagia tidak mahal ya tempat murah riah,1,0,0,0,0
361,pandang sawah gunung wahana murah riah,1,0,0,1,0
362,wisata murah riah,1,0,1,0,0
363,murah dingin wahana lumayan,1,0,0,1,0
364,suasana asri desa,1,0,0,0,0
365,hawa sejuk pandang indah nyaman wisata keluarga,1,0,0,0,0
366,tempat indah sejuk dingin,1,0,0,0,0
367,kabar kelola bumdes tidak pungut parkir liar bayar loket,1,1,1,0,0
368,bagus sih makan murah enak,1,0,0,0,1
369,wisata alam asri,1,0,0,0,0
370,pas pagi buka jamin suasana ueeennaakkkkk refreshing,1,0,0,0,0
371,parkir mobil tolong benah,0,0,1,0,0
372,tempat luas sejuk pokok nyaman refresing,1,0,0,0,0
373,tidak ramai aduh,0,0,0,0,0
374,cocok rekreasi keluarga,1,0,0,0,0
375,bagus keren asli bagus banget sejukk,1,0,0,0,0
376,kali kesini pandang bagus wahana kereta api keliling sawah rel atas sawah sumber air kayak kolam main air anak,1,0,0,1,0
377,wisata jangkau fasilitas oke banget harga ramah harga makan tidak ngawur lumayan parkir luas wahana main kolam renang gratis dipunggut biaya spot foto pandang natural pkknya healing keluarga murah,1,0,1,1,1
378,kopdar bareng teman teman kmk komunitas mitsubishi kuda,1,0,0,0,0
379,tempat asri bagus sejuk bersih cocok keluarga anak sayang lengkap main nya the best pokok tambah kolam anak enak min,1,0,0,1,0
380,sejuk nyaman tiket murah alami,1,0,1,0,0
381,sejuk alami nya bagus baik cocok hilang penat nya,1,0,0,0,0
382,wisata alami tampil pandang alam natural,1,0,0,0,0
383,sejuk murah rupiah,1,0,1,0,0
384,seru bawa anak jalan tiket masuk murah jalan masuk nya sempit curam,0,0,1,0,0
385,pandang bagus musholla utara sederhana parkir utara tanah habis hujan,0,0,1,0,0
386,bagus libur pekan tiket msuknya murah riah wahana main tiket jangkau banget spot ftonya bagus rugi deh anak renang,1,0,1,1,0
387,oke banget wisata keluarga,1,0,0,0,0
388,suasana desa cocok ajak keluarga pandang sawah gunung sumber air renang fasilitas lumayan lengkap kolam renang kolam ikan sepeda air kincir angin sepeda angin kereta mini pujasasera makan murah enak lahan parkir luas akses jalan bagus tiket murah bawa mobil orang cuman ribu gratis renang main bayar makan ribu,1,0,1,1,1
389,indah sejuk senang asli asri sejuk senang,1,0,1,0,0
390,luas murah recommended,1,0,0,0,0
391,murah riah sejuk pandang,1,0,0,0,0
392,simply beauty sederhana cantik,1,0,0,0,0
393,pandang exotic nuansa desa bingittt,1,0,0,0,0
394,cocok refreshing keluarga,1,0,0,0,0
395,tema wisata bagus ramah anak asyik wisata keluarga,1,0,0,0,0
396,wisata alami cocok keluarga tiket masuk murah riah,1,0,1,0,0
397,sejuk pas banget kesana gerimis tipis ngeteh ngopi nikmat pandang sawah gunung rekomen banget,1,0,0,0,1
398,suka lokasi,1,0,0,0,0
399,lumayan wisata keluarga parkir tata areal camping cari rindang fasilitas tunjang,0,0,1,0,0
400,lokasi masuk dalam jalan aman tidak curam wisata kelola swasta bumn harga tiket masuk main kolam renang gratis kolam renang campur ikan kereta api keliling sawah sepeda becak terbang terapi ikan harga main tolietnya bersih tenan jual makan minum foodcourt harga makan minum murah jam tutup jam sore lahan luas sawah bentang kelola sulit pantau unjung buka malam wisata murah keluarga berrekrasi tanggal tua,1,1,1,1,1
401,suka banget wisata tiket murah riah orang parkir motor sedia wahana main nikmat umur kereta sawah bebek sepeda ayun putar biaya tiket orang masuk terapi ikan lo kolam renang anak dewasa dalam khawatir lapar haus warung dalam wisata harga jangkau,1,0,1,1,1
402,seru harga jangkau kamar mandi bersih,1,0,1,0,0
403,wisata tiket masuk murah daerah trawas rbu nikmat mandi terapi ikan spot foto gratis kantin wahana makan murah wahana harga standard foto list harga wahana bawa wisata cocok libur tanggal tua kurang jalan masuk area wisata lebar,0,0,1,1,1
404,toilet banyak akses jalan baik musim hujan bahaya kendara motor,0,0,1,0,0
405,wisata alam sawah alami sarat didik out bond murah manfaat,1,0,1,0,0
406,tempat seru wahana harga tiket murah,1,0,1,1,0
407,bagus pandang tinggal akses masuk baik,0,0,1,0,0
408,libur nyaman suasana sawah gunung tiket masuk ramah kantong,1,0,1,0,0
409,tiket masuk ribu orang wisata sawah era postmodern harga makan minum relatif jangkau saran pas weekday pas weekend lumayan ramai pas komunitas ada acara gathering rapat kerja,1,0,1,0,1
410,tiket masuk cocok main anak keluargs,1,0,1,0,0
411,wisata ok akses jalan mudah tiket masuk murah cocok banget refreshing keluarga kolam renang asri alami banget coba wahana saran kesini pas weekend datengnya pagi siang dikit ruameee pol,0,0,1,1,0
412,air nya suejuk sumber alami,1,0,0,0,0
413,bagus manja mata nya moga ramai wisata nya,1,0,0,0,0
414,sejuk,1,0,0,0,0
415,edukasi cucu tani,1,0,0,0,0
416,cocok wisata keluarga anak kolam renang terapi ikan gazebo sawah gratis kuliner jangkau,1,0,1,1,1
417,bagusssss,1,0,0,0,0
418,mantab tiket murah layan ramah pandang bagus,1,1,1,0,0
419,rekreasi wahana anak anak keluarga cocok ramai ramai saung sawah udara pandang bukit bagus foodcourt makan menu rumah minum harga relatif murah mushola toilet bagus,1,0,1,0,1
420,wisata desa tawar main,1,0,0,0,0
421,kali kesini penasaran viral hehehe sengaja berangkat pagi surabaya sbagian review orang ig siang ruame panas pasti wisata sawah jalur masuk tugas arah area parkir lumayan rapi medan pada tiket masuk orang parkir wahana beli tiket ribu wahana terapi ikan kolam mandi gratis pujasera nya harga lumayan murah sayang kolam mandi nyaman campur ikan overal lumayan bagus kesana mending pagi nikmat antri panas terik heheheh,0,1,1,1,1
422,bagus,1,0,0,0,0
423,masya allah tabarakallah tempat bagus luas manja pandang gunung hampar sawah indah,1,0,0,0,0
424,kereta antri lumayan jalan lumayan gang masuk sempit banget,0,0,1,1,0
425,pandang indah tidak antri jajan tempo wahana main anak gazebo sawah istirahat musholla keluarga recommended pokok,1,0,1,1,1
426,wisata sawah cocok outbond anak cocok libur keluarga wahana murah riah senang gazebo teduh,1,0,1,1,0
427,nya bagus harga sesuai bpjs,1,0,0,0,0
428,asik pokok,1,0,0,0,0
429,alami layan baik,1,1,0,0,0
430,tempat asik musim panas tempat panas banget soaleh sawah,0,0,1,0,0
431,wisata sawah dingin sejuk asri kolam renang main anak anak sepeda terbang kereta kelinci jalan atas sawah atv,1,0,0,1,0
432,wisata jos,1,0,0,0,0
433,cocok wisata keluarga hawa sejuk pandang gunung pilih wahana,1,0,0,1,0
434,wisata pekan libur libur usaha pagi pagi jam sore,0,0,0,0,0
435,tempat saran lurus tempat penuh kecewa niat pengin kesini masuk dalam,0,1,0,0,0
436,wisata murah riah cocok keluarga,1,0,0,0,0
437,bagus murah riah,1,0,0,0,0
438,wisata pandang sawah sumber gempong salah wisata keluarga mojokerto tepat daerah trawas wisata suguh pandang alam sawah bukit wahana air cocok cari hawa sejuk merigratissh mood cocok bawa anak wahana aman kadang dingin kabut turun,1,0,0,1,0
439,tempat bagus,1,0,0,0,0
440,wisata bagus refreshing,1,0,0,0,0
441,pandang bagus sih cocok tuju healing merefresh cuman eman banget teduh pas ujan pas kesana ujan teduh rada teduh ketampes tempat outdoor sawah angin kencang paksa ngiyupnya kamar mandi untung pas kesana sepi ramai ya ya,0,0,1,0,0
442,bagus proses benah wahana saran kelola wisata outdoor sedia kantin teduh pendopo luas wisatawan tidak hujan,0,0,1,1,0
443,wisata affordable keluarga suka banget kereta sawah kolam terapi ikan dingin banget ya kereta saran beli tiket nya pas ramai tinggal main antri banget oiya warung nya pengungung bekel rumah saran enak pandaan arah pabrik gudang garam rute tanjak via jolotundo jalan relatif bagus bebas macet,0,0,1,1,1
444,wisata murah murah,1,0,0,0,0
445,harga tiket masuk wahana prmainan saran prbnyk toilet,0,0,1,1,0
446,wisata murah riah cocok ajak anak anak keluarga harga makan wajar murah kelas wisata wahana harus beli tiket anak bawah gratis moga bantu ulas,1,0,0,1,1
447,parkir luass layan ramah harga tiket masuk murahh,1,1,1,0,0
448,bagus nya tarik wahana,1,0,0,1,0
449,tempat luas sejuk pilih makan khas asli luas sejuk tempat pilih specialties nya,1,0,0,0,1
450,full libur harga makan minum jangkau,1,0,0,0,1
451,tempat sih lumayan ya jalan raya jalan rusakk tiket pakai antri kondisi ramai tiket langsung bayar cepat banget lahan parkir ya luas harga tiket wahanya jangkau saran toilletnya tambah biar antrianya wahana bebek air ditambahin bebek biar antri,0,0,1,1,0
452,tempat sejuk bersih asri pas banget referensi libur keluarga fasilitas lengkap menu makan berfariasi harga aman kantong,1,0,1,0,1
453,pandang pandang siipppp main makan murah riah top,1,0,0,1,1
454,bagus,1,0,0,1,0
455,lumayan referensi refreshing bareng keluarga,1,0,0,0,0
456,wisata keluarga senang wahana main anak dewasa,1,0,0,1,0
457,tambah gasebo sawah menu makan khas des mantap,0,0,1,0,1
458,tempat indah asri wahana nikmat santai makan warung enak,1,0,0,1,1
459,wisata sejuk senang,1,0,0,0,0
460,refreshing keluarga rekomended,1,0,0,0,0
461,luas nilai akses masuk sulit jalan sempit mukim warga,0,0,1,0,0
462,seru murah bawa makan makan keluarga nikmat pandang sawah gunung,1,0,0,0,1
463,mending pagi sih kesini biar vanassss,0,0,1,0,0
464,pandang nya bagus tiket masuk murah makan nya murah pokok nya kecewa,1,0,1,0,1
465,wahana kereta api lewat sawah tarik cocok keluarga anak anak tata dagang lokasi sejuk panorama gunung keliling,1,0,0,1,0
466,wisata alam tarik atmosfir sawah terasiring sejuk kolam renang sumber air asli gunung wahana cocok keluarga anak anak dar saran mohon tingkat musholla tidak sempit campur laki laki perempuan volume unjung libur layak musholla,0,0,1,1,0
467,spot foto desa asri sejuk,1,0,0,0,0
468,nyaman sejuk parkir mobil elf sedia nampung an mobil ratus motor fasilitas main tiker murah riah,1,0,1,1,0
469,minggu nop jam jalur masuk jaga atur kendara titik bantu jalur sempit tanjak turun tiket masuk orang terapi ikan mandi tarif parkir mobil area parkir luas mayoritas tanah hujan becek sore nyaman tidak panas udara sejuk terapi ikan sip antri lokasi mepet mandi takut peleset jatuh sayang air mandi tidak jernih ikan mandi ikan gubuk duduk sebar keluarga duduk salah gubuk nikmat alam sawah tarik beli kerupuk samiler mentah ribu plastik kerupuk samiler goreng enak bingitz pedas dikit kriuk poll recommended,0,1,1,1,1
470,pandang bagus,1,0,0,0,0
471,lembah sawah sulap wisata,1,0,0,0,0
472,makan murah riah suasana asri desa banget kereta sawah bebek pakan ikan,1,0,0,1,1
473,cocok rekreasi keluarga teman,1,0,0,0,0
474,gepreknya enaak,1,0,0,0,1
475,tempat bagus banget cocok banget healing,1,0,0,0,0
476,tiket masuk ribu parkir motor ribu tempat bersih luas cocok wisata keluarga,1,0,1,0,0
477,keren banget tempat,1,0,0,0,0
478,muantab indah tempat,1,0,0,0,0
479,toilet duduk,0,0,1,0,0
480,asyik banget,1,0,0,1,0
481,wahana rekreasi pandang gunung kereta kelinci kuda poni kolam renang sawah,1,0,0,1,0
482,asiek keponakan suka,1,0,0,0,0
483,wisata sejuk alami pandang sawah nyaman pandang,1,0,0,0,0
484,wisata pandang pandang bukit sayang kolam renang ubah kali coba kolam renang kedung klurak biar bersih wahana main antri banget panas anak bosan,0,0,0,1,0
485,bagus tempat benah nyaman unjung maju bumdes ketapanrame trawas,1,0,0,0,0
486,worth harga tiket masuk pandang bagus sejuk banget harga tiket wahana mahal jangkau makan mahalll ayam bakar enak,1,0,1,1,1
487,tenang nongkrong,1,0,0,0,0
488,bagus tempat nyaman,1,0,0,0,0
489,healing lihat pandang sawah gunung main anak anak murah jangkau enak pas pagi jam jam sore mendung syahdu sejuk,1,0,0,1,0
490,wisata daerah lembah akses masuk arah trawas prigen belok vanda gang belah kiri jalan plakat hansip jaga masuk jalan turun ikut loket bayar orang parkir motor wisata tawar hampar sawah latar gunung tanggung eksotis situ wahana main kereta sawah prau angsa dremulen sepeda layang kolam mandi kolam terapi ikan gratis situ duduk gazebo sebar luas pendopo nongkrong teduh warung jual olah hasil kebun warung jual makan minum pagi jam pagi sepi kesan nyaman hening sendiri jam trmpat ramai unjung membludak sekian terimakasih,1,1,1,1,1
491,kakak nya ramah ramah,1,1,0,0,0
492,pandang sawah hijau asri unjung buang sampah sembarang,0,0,0,0,0
493,tempat bagus sejuk timet masuk murah parkir motor tiket wahana murah makan minum murah area wisata harga goreng wajar harga segitu moga kembang,1,0,1,0,1
494,alami,1,0,0,0,0
495,tempat lumayan wahana main anak harga tiket masuk ribu orang parkir mobil ribu lokasi mandi air sumber dangkal anak air dingin makan snak gasebo santa wahana main bayar suasana sejuk pandang sawah,1,0,1,1,1
496,wisata murahmeria,1,0,0,0,0
497,gapura bolak kali bilang penuh hansip nya,0,1,0,0,0
498,tematnya bagus wahana murah,1,0,0,1,0
499,exit buruk,0,0,1,0,0
500,wisata sawah arti sungguh area sawah duduk asri natural pandang alam indah udara sejuk segar dingin alami suasana tenang aman nyaman senang fasilitas lengkap kolam ikan terapi kolam renang alami air jernih bersih area foto pandang bagus fasilitas main bagus padah layan ramah senang,1,1,1,1,0
501,asyik tempat murah riah tiket masuk orang gratis terapi ikan santa saung sawah an renang air alami main anak keluarga harga relatif jangkau bebek air kereta ayun sepeda gantung becak gantung villa weekday kamar weekend makan hitung murah wisata pop mie aqua saran kesini pagi pagi sore siang dikit audah ramai panas,0,0,1,1,1
502,murah riah wahana pandang sawah goda bikin mata ijoo,1,0,0,1,0
503,jual makan toilet,0,0,1,0,1
504,karya wisata daerah ketapanrame mojokerto desa brilian desa bina bank rakyat indonesia ro surabaya desa inisiasi bumdes ketapanrame support bank rakyat indonesia program corporate social responsibility kembang masyarakat area wisata bagi area wisata kuliner area wisata alam area wahana wisata area wisata kuliner bagi area wisata kelola bumdes sedia makan utama area kelola umkm bina bumdes ketapanrame toko umkm sedia minum makan ringan area wisata alam wisata mandi kolam ikan area wisata agro area wisata wahana aneka main kolam kereta api area parkir kendara sedia kendara roda ratus kendara roda sedia mushola toilet,1,0,1,1,1
505,bagus harga jangkau masuk nya ribu gratis renang pandang sawah indah wahana nya ribu makan minum jangkau muas moga indah tambah wahana,1,0,1,1,1
506,wisata keluarga rekomendasi tiket jangkau belanja sayur lansung tani,1,0,1,0,0
507,wisata alam cocok keluarga keluarga teman harga jangkau nikmat alam main,1,0,0,1,0
508,nya luas makan nya pujasera umkm batas duduk nya suasana sana sejuk segar ramai harga orang habis ribu makan minum wahana main parkir harga tiket masuk,0,0,1,1,1
509,bagus wahana tarik kereta keliling sawah,1,0,0,1,0
510,bagus healing,1,0,0,0,0
511,bagus nuansa khas desa sawah gunung wajib,1,0,0,0,0
512,mantab area main luas,1,0,0,1,0
513,akses jalan sempit daoat hadiah beret kanan kiri selip mobil parkir penuh mobil masuk stop penuh masuk,0,0,1,0,0
514,kesini mobil pengin aman jalan sempit banget cok mobil gue langsung beret kanan kiri mobil beli cok,0,0,1,0,0
515,rawon iga sumber gempong coba unik mantap,1,0,0,0,1
516,lingkung alam takjub,1,0,0,0,0
517,keren sih sawah jadi wisata fasilitas lumayan banget tiket masuk murah kamar mandi bersih kesana karyawan kelola ramah ramah banget,1,1,1,0,0
518,nya sejuuk cocok wisata keluarga gubuk nya semangat benah,0,0,1,0,0
519,mantab terapi ikan,1,0,0,1,0
520,nya nyaman,1,0,0,0,0
521,rute masuk sempit kuota masuk batas,0,0,1,0,0
522,cocok wisata keluarga healing seru wisata sumber gempong kec trawas kab mojokerto,1,0,0,0,0
523,alhamdulillah hilang penasaran istri kesana tata sawah wisata lumayan bagus pondok istirahat gazebo gubug lumayan kesana dtidak bawa uang arena main kereta mini becak udara bayar wisata kota relatif harga wajar beli jajan minum makan bakso sholat ya lewat kolam renang bayar air moga jernih jadi tidak renang kuatir entar sakit hobby keluarga tempat wisata cari kolam renang selfi sekian alam perdana kali puas kolam renang bersih kesana,0,0,1,1,1
524,lokasi wisata letak daerah trawas mojokerto kena tiket masuk orang rupiah sepeda motor kena biaya parkir rupiah mobil rupiah fasilitas hibur lumayan lengkap renang kuda pakai kendara atv tambah biaya unjung coba wisata pandang keliling sawah latar gunung ramai unjung pekan sedia beli makan minum toilet kesini tolong jaga bersih kesini unjung suka buang sampah sembarang sampah sera,0,0,1,1,1
525,bagus sejuk udara mushola harga makan jangkau,1,0,0,0,1
526,bagus indah,1,0,0,0,0
527,wisata kolam renang alam kereta anak kuda taraf kembang bagus selfie tiket masuk rp orang,1,0,1,1,0
528,salah wisata alam suasana desa gunung ds ketapanrane kec trawas nyaman santa olah raga healing,1,0,0,0,0
529,jalan masuk atur,0,0,1,0,0
530,tempat lumayan sejuk jalur lokasi sempit mobil,0,0,1,0,0
531,bersih tambah pohon rindang gapura makam tua batu lingga batu merah moga jaga kelestarianya,0,0,1,0,0
532,bagus suka kereta sawah,1,0,0,1,0
533,lokasi nyaman cocok piknik keluarga sedia gazebo wahana main anak ramah kantong,1,0,1,1,0
534,ramai pekan parkir keri penuh sesak akses sulit area main tidak mati orang antri pelihara,0,0,1,1,0
535,lumayan enak acara keluarga sg nuanaa alam,1,0,0,0,0
536,tidak rekomendasi unjung kota area parkir nyaman ramai,0,0,1,0,0
537,akses masuk kendara sulit,0,0,1,0,0
538,nyaman cocok libur keluarga makan enak murah,1,0,0,0,1
539,keluarga libur kesini kesan kenang pandang ragu tempat bersih sejuk indah asih alam kesan pegawai ramah hp keponakan tinggal camp tinggal tidak sadar hp tinggal dikembikan pegawai pulang mobil tumpang alami ban bocor sehinggga ganti ban pegawai kontak nyarik dongkrak inti wisata rekom banget,1,1,1,0,0
540,ok asri sejuk pas panas hujan nyaman wisata outdoor nya ngerokok kasihan anak suka asap rokok,0,0,1,0,0
541,tarik murah senang,1,0,0,0,0
542,tiket masuk murah wahana pandang nya amazing tiket kereta ribu becak ribu sepeda ribu parkir ribu,0,0,1,1,0
543,nyaman dingin asri,1,0,1,0,0
544,refreshing murah riah segar udara angin sawah hibur main,1,0,0,1,0
545,bagus wahana hibur sejuk mata,1,0,0,1,0
546,wisata alam bagus tunjang mandiri ekonomi masyarakat desa buka lapang kerja warga,1,0,0,0,0
547,dingin asik,1,0,0,0,0
548,murah riah,1,0,0,0,0
549,pagi suasana desa sawah mandi terapi ikan kereta sawah,1,0,0,1,0
550,aduh sumber gempong nya indah ku,1,0,0,0,0
551,senang,1,0,0,0,0
552,wisata desa cocok keluarga time sesuai nama tempat sumber air letak bawah pohon beringin bawah kolam mandi anak wahana sedia patut coba bebek air kereta awan sepeda terbang pandang lokasi manja mata masuk suguh pandang hampar sawah pandang gunung belah kiri sumber air bawah pohon beringin harga tiket masuk orang parkir sepeda motor motor rekomend,1,0,1,1,0
553,adminnya buka maaf fasilitas loh loh wisata parkir tidak tindak milik,0,1,1,0,0
554,rekomended mobil kesana pas minggu kondisi hujan area parkir medan off road,0,0,1,0,0
555,apeessss parkir trpergkap lumpuuurr,0,0,1,0,0
556,kuda kereta terapi ikan minggu padat unjung,0,0,0,1,0
557,ampun musim hujan kayak fasilitas parkir benerin kades pasuk jebak lumpur sasar unjung parkir bawah musim hujan,0,0,1,0,0
558,senang ulang,1,0,0,0,0
559,tempat bagus wahana main plus kolam renang sumber alami parkir mobil alas tanah info tugas depan lahan parkir cor makan varian nya harga murah,1,0,1,1,1
560,salah destinasi wisata alam indah cocok wisata keluarga lokasi lembah sawah bukit bukit hijau kuliner khas desa ketapanrame baik adalan kopi lokal ketapanrame recommended,1,0,0,0,1
561,akses mudah aman parkir luas pilih wahana tarik jangkau aman area pujasera bersih nyaman jangkau cocok wisata keluarga wisata edukasi integrasi sawah warga produktif daya pas warga panen padi salah bidang sawah,1,0,1,0,1
562,kelola harap perhati banyak teduh teduh rebut ganti bilas antri toilet letak mushola kotor debu lantai keramik plester moga,0,0,1,0,0
563,tahap kembang potensi wisata unggul milik pandang indah,1,0,0,0,0
564,wisata murah riah,1,0,0,0,0
565,bagus spot foto harga tiket msukx terjngkau wisata kuliner pokokx lengkp semuax dijmin sesal pergi jalan wisata sawah sumber gempong pengin kesna,1,0,1,0,1
566,bagus healing tiket masuk murah,1,0,1,0,0
567,bersih jual makan hargax sesuai pokokx enak wisatax,1,0,1,0,1
568,wisata wajib kunjung harga murah nikmat pandang alam sejuk,1,0,0,0,0
569,wisata tarik gunung tanggung kaki bukit gunung ringgit hawa sejuk sumber air satu kolam kecek cari ikan gatul parkir mudah masuk murah antisipasi hujan kayak becek parkir,0,0,1,1,0
570,mantul enak manda sejuk latar sawah hampar hijau kuning nya padi panen rapi gunung exotis enak leseh keluarga tiket masuk murah riah weeknd penuh parkir pokona mah top martkop sumber gempong euy,0,0,1,0,0
571,pilih wisata lepas lelah jenuh aktivitas hidup kota nyaman,1,0,0,0,0
572,kemarin habis jalan surabaya jam motor nyasar wisata masuk gang pas tuju senang banget suguh indah alam sawah hijau background gunung minus panas jarang teduh recommend pas kesana kantin buka senen buka makan harga murah start ribu wahana jangkau ribu suka wahana kereta kitar sawah seru air sejuk asli sumber gunung mskipun panas bikin belang kulit kemarin pengin kuda orang jaga loket weekend its oke sih hehe oiya tiket masuk murah banget ribu orang parkir motor ribu jalan tidak tanjak curam kesana bawa motor worth,0,0,1,1,1
573,wisata murah riah harga tiket masuk nya murah orang makan murah pangsit mie ayam pakai tepak makan plastik wahana murah pandang nya bikin refresh gubuk pakai ngdingin main air sawah,1,0,1,1,1
574,mantap banget,1,0,0,0,0
575,tempat asik wahana kereta keliling sawah,1,0,0,1,0
576,tempat nyaman asri enak banget healing introvert ramah banget,1,0,0,0,0
577,kunjung minggu panas macet,0,0,1,0,0
578,harga tiket masuk orang masuk lokasi parkir main beli wahana ticketing harga tiket favorit kereta sawah tiket antri kode tiket panggil keras suara hindar hujan jalan basah area parkir tanah padat recommended serame batu layan ramah masuk parkir,0,1,1,1,0
579,oke siang dikit panas ya,0,0,1,0,0
580,biaya masuk murah riah khas desa banget suasana,1,0,1,0,0
