No,Ulasan,Label,Pelayanan,Fasilitas,Wahana,Kuliner
300,sebenar konsep bagus unik wisata ampung wisataw viral overload utama pekan bagus sosmed realita sawah percantik bagus suka suasana alam cocok wisata cantik fasilitas bilang wahana antri minat coba wahana duduk teduh banding unjung kaki pegal panas jelang siang lapar stand makan antri duduk set masuk jam makan siang coba wahana habis lapar resto antri paksa cari resto coba wahana pribad kenan cuali tika fasilitas apresiasi elola sepertiny usaha ambah fasilitas aktif wisata arik weekend weekend pikir mbali toleransi antri ramai wisata arik suka antri timbang mbali akses prigen susah ya medan tanja turun tajam kelok ndara sehat emudi pilik alam,0,0,1,1,1
301,nyaman healing luarga pandang nya bagus makan murah jangkau wisata olah warga,1,0,1,0,1
302,akses jalan parkir tidak mbali,0,0,1,0,0
303,wisata alam harga tiket masuk jangkau,1,0,1,0,0
304,hujan keren,1,0,1,0,0
305,harga tiket masuk murah riah ribu parkir ribu,1,0,1,0,0
306,harga tiket masuk orang sih salah opsi anak harga makan minum relatif murah kategor wisata embang wahana main anak fasilitas gazebo pondok,0,1,1,1,1
307,bagus sejuk asri tidak kolam renang kolam air nya sumber langsung,0,0,0,1,0
308,guesthouse bersih air panas banter banyune tvnya sengaja ikmat alam desa ya,0,0,1,0,0
309,wisata murah sejuk,1,0,1,0,0
310,murah riah,1,0,1,1,0
311,bagus fiew sawah alam tiket masuk mahal,1,0,1,0,0
312,nyaman libur tipis murah riah,1,0,1,0,0
313,desa nila jual duduk gotongroyong hasil kerja keras,1,1,0,0,0
314,wisata alam ramah kantong banget wisata air bersih alam cocok wisata luarga,1,0,1,1,0
315,usaha pagi jamin keren,1,0,1,0,0
316,arik kunjung luarga time,1,0,1,0,0
317,bagus cocok anak,1,0,1,1,0
318,sejuk sumber air jernih cocok luarga anak wisata edukasi relaksasi murah tiket ribu masuk,1,0,1,0,0
319,wisata nyaman murah,1,0,1,0,0
320,mantap wisata bareng luarga biaya masuk person super murah seindah lho sawah wahana parit sunga kolam pandi parkir luas parkir mobil kuliner dikit banget atap takut pas hujan terik nyaman saran tahank wahana nya biar rusak atap teduh,0,0,1,1,1
321,wisata konsep sawah kaki gunung kolam pandi kolam ikan wahana sepert sepeda gantung ayun kuda reta keliling sawah bebek air pojok dolan makan sedia jajan cocok refreshing teman teman luarga setahu istirahat bangku bangku saung gendong bayi capek jalan,0,0,1,1,1
322,template nyaman,1,0,1,0,0
323,camping mantab,1,0,1,0,0
324,harga tiket masuk parkir mobil reta harga makan standart lumay,1,0,1,0,1
325,sejuk teduh pas hujan benah jalan parkir parkir makan,0,0,1,0,1
326,pandang alam indah cook santai bising kota pandang sawah,1,0,1,0,0
327,wisata luarga ramah anak,1,0,1,0,0
328,nya asri sejuk,1,0,1,0,0
329,mantap banget,1,0,1,0,0
330,bagus murah,1,0,1,0,0
331,wisata murah riah uapik nomor debat,1,0,1,1,1
332,suasana sawah keliling bukit mantap,1,0,1,0,0
333,asri sejuk pas banget luarga,1,0,1,0,0
334,bersih alam harga tiket masuk jangkau kalang cocok luarga anak anak,1,0,1,0,0
335,pandang gunung nyaman,1,0,1,0,0
336,wisata murah riah wahana bayar ya,1,0,1,1,0
337,rekreasi murah riah seru asyik pandang bagus banget harga makan murah tiket main murah cocok luarga,1,0,1,1,1
338,nya bagus dingin sejuk sawah first time sumber gempong marin rama sekal unjung sayang makan salah makan nya saji nya bersih daun pisang nya tanah lap daun pisang selebih oke harga tiket masuk orang parkir motor,0,1,1,0,1
339,wisata luarga alam tiket masuk include kolam renang ikmat wahana main murah fasilitas tawar sumber gempong elola taman ghanjar desa tapan rama makan ya relatif murah terbatas parkir utama roda usaha pagi weekend jam parkir penuh pintu masuk utama,0,1,1,1,1
340,suasana desa natural,1,0,1,0,0
341,harga tiket masuk ribu orang wisata air alam sejuk indah bersih kolam renang kolam ikan wahana harga mknan minum jangkau warung nya recomended wisata luarga rombong,1,0,1,1,1
342,camping,1,0,1,0,0
343,sejuk cocok healing anak tiket masuk murah tiket wahana harga sok far jangkau suka reta sawah pemandian air sumber api ikan rekomended,1,0,1,1,0
344,harga tiket masuk murah wahana bayar cocok anak oh ya renang gratis,1,0,1,1,0
345,healing nyaman murah kantong pandang wahana alam air sumber bersih api ikan gratis toilet wc bersih musholla bagus banget deh pokok cewa,1,0,1,1,0
346,wisata murah riah pandang alam super sejuuuuk,1,0,1,0,0
347,rekreasi sawah suasana sejuk,1,0,1,0,0
348,parkir pas libur susah cari parkir parkir pinta ampun sampa,0,0,1,0,0
349,yaman bersih asri,1,0,1,0,0
350,syahdu habis,1,0,1,0,0
351,bagus asri nyaman udara sejuk,1,0,1,0,0
352,wisata sawah syahdu poll hihih next time,1,0,1,0,0
353,nyaman,1,0,1,0,0
354,wisata lihat sawah pandang gunung anggung makan murah selesa bangun,0,0,1,0,1
355,proses bangun semoga cepat,0,0,1,0,0
356,becek,0,0,1,0,0
357,pagi jelang siang panas banget saran perbanyak gazebo teduh,0,0,1,0,0
358,wisata sawah sebenar luarga senang utama anak alam tama reka main sawah harga tiket masuk tiket wahana makan minum jual bilang murah akses jalan uju lokasi pokok puas ajak main luarga,1,0,1,1,1
359,fasilitas lengkap cocok rekreasi alam sepeda terbang coba jalan ukik hati banget nyetir paka mobil,0,0,1,1,0
360,wwaahhh suka sejuk pas banget hemat bahagia tidak mahal ya murah riah,1,0,1,0,0
361,pandang sawah gunung wahana murah riah,1,0,1,1,0
362,wisata murah riah,1,0,1,0,0
363,murah dingin wahana lumay,1,0,1,1,0
364,suasana asri desa,1,0,1,0,0
365,hawa sejuk pandang indah nyaman sekal wisata luarga,1,0,1,0,0
366,indah sejuk dingin,1,0,1,0,0
367,kabar kelola bumdes tidak pungut parkir liar bayar loket,1,0,1,0,0
368,bagus sih makan murah enak,1,0,1,0,1
369,wisata alam asri,1,0,1,0,0
370,pas pagi buka jamin suasana ueeennaakkkkk refreshing,1,0,1,0,0
371,parkir mobil tolong benah,0,0,1,0,0
372,luas sejuk pokok nyaman refresing,1,0,1,0,0
373,tidak rama aduh nyata,0,0,1,0,0
374,cocok rekreasi luarga,1,0,1,0,0
375,bagus keren asli bagus banget sejukk,1,0,1,0,0
376,tama kali pandang bagus wahana reta api eliling sebagi sawah relnya sawah sumber air kayak kolam main air anak,1,0,1,1,0
377,wisata jangkau fasilitas oke banget harga ramah harga makan tidak ngawur lumay parkir luas wahana main kolam renang gratis punggut biaya spot foto pandang natural pkknya healing luarga murah,1,0,1,1,1
378,kopdar bareng teman teman kmk komunitas mitsubish kuda,1,0,1,0,0
379,asri bagus sejuk bersih cocok luarga anak sayang lengkap pain nya the best pokok kolam anak enak min,1,0,1,1,0
380,sejuk nyaman tiket murah alam,1,0,1,0,0
381,sejuk alam nya bagus cocok hilang penat nya kerja,1,0,1,0,0
382,rupa wisata alam ampil pandang alam natural,1,0,1,0,0
383,sejuk murah rupiah,1,0,1,0,0
384,seru bawa anak jalan tiket masuk murah jalan masuk nya sempit curam,0,0,1,0,0
385,pandang bagus musholla utara sederhana parkir utara tanah habis hujan,0,0,1,0,0
386,bagus libur pekan tiket msuknya murah riah wahana main tiket jangkau banget spot ftonya bagus rugi deh anak enang,1,0,1,1,0
387,oke banget wisata luarga,1,0,1,0,0
388,suasana desa cocok ajak luarga pandang sawah gunung sumber air renang fasilitas lumay lengkap kolam renang kolam ikan sepeda air kincir angin sepeda angin reta mini pujasasera makan murah enak lahan parkir luas akses jalan bagus tiket murah sekal bawa mobil orang cuman ribu gratis renang main bayar makan ribu,1,0,1,1,1
389,indah sejuk senang asli asri sejuk senang,1,0,1,0,0
390,luas murah recommended,1,0,1,0,0
391,murah riah sejuk pandang,1,0,1,0,0
392,simply beauty sederhana cantik,1,0,1,0,0
393,pandang exotic nuansa desa bingittt,1,0,1,0,0
394,cocok sekal refreshing luarga,1,0,1,0,0
395,tema wisata bagus ramah anak asyik wisata luarga,1,0,1,0,0
396,wisata alam cocok luarga tiket masuk murah riah,1,0,1,0,0
397,sejuk sekal pas banget gerimis tipis ngeteh ngopi ikmat pandang sawah gunung rekomen banget,1,0,1,0,1
398,suka lokasi,1,0,1,0,0
399,lumay wisata luarga parkir tata areal camping cari rindang fasilitas unjang,0,0,1,0,0
400,lokasi masuk jalan aman tidak curam wisata kelola swasta bumn harga tiket masuk masuk main kolam renang gratis kolam renang campur ikan reta api liling sawah sepeda becak terbang api ikan harga main toliet bersih tenan jual makan minum sepert foodcourt harga makan minum murah jam tutup sampa jam sore lahan luas masuk sawah bentang elola sulit pantau unjung buka sampa malam wisata murah luarga rekrasi tanggal tua,1,1,1,1,1
401,suka banget wisata tiket murah riah orang parkir motor sedia wahana main nikmat umur reta sawah bebek sepeda ayun putar biaya tiket orang sekal masuk api ikan lo kolam enang anak dewasa khawatir lapar haus warung wisata harga jangkau,1,0,1,1,1
402,seru harga jangkau kamar mandi bersih,1,0,1,0,0
403,wisata tiket masuk murah daerah trawas rbu ikmat pandi api ikan spot foto gratis kantin wahana makan murah wahana harga standard foto list harga wahana bawa wisata cocok libur tanggal tua jalan masuk area wisata lebar,0,0,1,1,1
404,toilet akses jalan musim hujan bahaya endara motor,0,0,1,0,0
405,wisata alam sawah alam sarat didik out bond murah manfaat,1,0,1,0,0
406,seru wahana harga tiket murah,1,0,1,1,0
407,bagus pandang tinggal akses masuk,0,0,1,0,0
408,libur nyaman suasana sawah gunung tiket masuk ramah kantong,1,0,1,0,0
409,tiket masuk ribu orang wisata sawah era postmodern harga makan minum relatif jangkau saran pas weekday pas weekend lumay rama pas komunitas acara gathering rapat kerja,1,0,1,0,1
410,tiket masuk cocok main anak luargs,1,0,1,0,0
411,wisata ok akses jalan mudah tiket masuk murah cocok banget refreshing luarga kolam renang asri alam banget coba wahana saran pas weekend dateng pagi siang dikit ruameee pol,0,0,1,1,0
412,air nya suejuk sumber alam,1,0,1,0,0
413,bagus panja mata nya semoga rama wisata nya,1,0,1,0,0
414,sejuk,1,0,1,0,0
415,edukasi cucu tani,1,0,1,0,0
416,cocok wisata luarga anak kolam renang api ikan gazebo sawah gratis kuliner jangkau,1,0,1,0,0
417,bagusssss,1,0,1,1,0
418,mantab tiket murah layan ramah pandang bagus,1,0,1,0,0
419,rekreasi wahana utama anak anak luarga cocok rama rama saung sawah udara pandang bukit bagus foodcourt makan menu rumah minum harga relatif murah mushola toilet bagus,1,0,1,1,1
420,wisata desa awar main,1,0,1,0,0
421,tama kali asar viral hehehe sengaja angkat pagi surabaya sbagi review orang ig siang ruame panas wisata sawah jalur masuk tugas arah area parkir lumay rapi medan tiket masuk orang parkir wahana beli tiket ribu wahana api ikan kolam mandi gratis pujasera nya harga lumay murah sayang kolam mandi urut nyaman campur ikan overal lumay bagus mending pagi nikmat antri panas terik heheheh,0,1,1,1,1
422,bagus,1,1,1,1,0
423,masya allah tabarakal bagus luas manja pandang gunung hampar sawah indah,1,0,1,0,0
424,reta antri lumay jalan lumay gang tama masuk sempit banget,0,0,1,1,0
425,pandang indah tidak antri jajan tempo wahana main anak gazebo sawah istirahat musholla luarga recommended pokok,1,0,1,1,1
426,wisata sawah cocok outbond anak cocok libur luarga wahana murah riah senang gazebo teduh,1,0,1,1,0
427,nya bagus harga sesua bpjs,1,0,1,0,0
428,asik pokok,1,0,0,1,0
429,alam layan,1,1,1,0,0
430,asik musim panas panas banget soaleh persawahan,0,0,1,0,0
431,wisata sawah dingin sejuk asri kolam renang main anak anak sepeda terbang reta linci jalan sawah atv,1,0,1,1,0
432,wisata jos,1,0,1,0,0
433,cocok wisata luarga hawa sejuk pandang gunung pilih wahana,1,0,1,1,0
434,wisata pekan libur libur usaha pagi pagi jam sore,0,0,1,0,0
435,sampa saran lurus penuh cewa niat pengin sampa masuk,0,0,1,0,0
436,wisata murah riah cocok luarga,1,0,1,0,0
437,bagus murah riah,1,0,1,1,0
438,wisata pandang sawah sumber gempong rupa salah wisata luarga mojokerto daerah trawas wisata suguh pandang alam sawah bukit wahana air cocok tika cari hawa sejuk rigratissh mood cocok tika bawa anak wahana aman kadang dingin tika kabut turun,1,0,1,1,0
439,bagus,1,0,1,0,0
440,wisata bagus refreshing,1,0,1,0,0
441,pandang bagus sih cocok tuju healing refresh cuman eman banget teduh pas ujan pas ujan teduh rada teduh tampes outdoor sawah angin kencang paksa ngiyup kamar mandi untung pas sepi rama ya ya,0,0,1,0,0
442,bagus proses benah sepert wahana saran elola wisata outdoor sedia kantin teduh dopo luas wisataw tidak hujan,0,0,1,1,0
443,wisata affordable luarga suka banget reta sawah kolam api ikan dingin banget ya reta saran beli tiket nya pas rama tinggal main antri banget oiya warung nya ungung bekel rumah saran enak panda arah pabrik gudang garam rute anjak via jolotundo jalan relatif bagus bebas macet,0,0,1,1,1
444,wisata murah murah,1,0,1,0,0
445,harga tiket masuk wahana prmain saran prbnyk toilet,0,0,1,1,0
446,wisata murah riah cocok ajak anak anak luarga harga makan masuk wajar murah kelas wisata wahana beli tiket anak gratis semoga bantu ulas,1,0,0,1,1
447,parkir luass layan ramah harga tiket masuk murahh,1,1,1,0,0
448,bagus nya arik wahana,1,0,1,1,0
449,luas sejuk pilih makan khas asli luas sejuk pilih specialties nya,1,0,1,0,1
450,full libur harga makan minum jangkau,1,0,1,0,1
451,sih lumay ya jalan raya jalan rusakk tiket paka antri kondisi rama tiket langsung bayar cepat banget lahan parkir ya luas harga tiket waha jangkau saran toillet biar antria wahana bebek air tambahin bebek biar antri,0,0,1,1,0
452,sejuk bersih asri pas banget referensi libur luarga fasilitas lengkap menu makan fariasi harga aman kantong,1,0,1,0,1
453,pandang pandang siipppp main makan murah riah top,1,0,1,1,1
454,bagus,1,0,1,1,0
455,lumay referensi refreshing bareng luarga,1,0,1,0,0
456,wisata luarga senang wahana main anak dewasa,1,0,1,1,0
457,gasebo sawah menu makan khas des mantap,0,0,1,0,1
458,indah asri wahana nikmat santa makan warung enak,1,0,1,1,1
459,wisata sejuk senang,1,0,1,0,0
460,refreshing luarga rekomended,1,0,1,0,0
461,luas nila urut akses masuk sulit jalan sempit mukim warga,0,0,1,0,0
462,seru murah bawa makan makan luarga ikmat pandang sawah gunung,1,0,1,0,1
463,mending pagi sih biar vanassss,0,0,1,0,0
464,pandang nya bagus tiket masuk murah makan nya murah pokok nya cewa,1,0,1,0,1
465,wahana reta api sawah arik cocok luarga anak anak ata dagang lokasi sejuk panorama gunung sekeliling,1,1,1,1,0
466,wisata alam arik atmosfir sawah asiring sejuk kolam renang sumber air asli gunung wahana cocok luarga anak anak sekedar saran mohon ingkat musholla tidak sempit campur laki laki empu volume unjung libur selayak musholla,0,0,1,1,0
467,spot foto desa asri sejuk,1,0,1,0,0
468,nyaman sejuk parkir mobil elf sedia nampung an mobil ratus motor fasilitas main tiker murah riah,1,0,1,1,0
469,minggu nop jam jalur masuk jaga atur ndara titik bantu jalur sempit upa tanja turun tiket masuk orang masuk api ikan pandi tarif parkir mobil area parkir luas mayoritas tanah hujan becek sore nyaman tidak panas udara sejuk api ikan sip antri lokasi mepet pandi takut peleset jatuh sayang air pandi tidak jernih ikan mandi ikan gubuk duduk sebar sekeluarga duduk salah gubuk ikmat alam sawah arik beli rupuk samiler mentah ribu plastik rupuk samiler sete goreng nyata enak bingitz pedas dikit kriuk poll recommended,0,1,1,0,1
470,pandang bagus,1,0,1,0,0
471,lembah sawah sulap wisata,1,0,1,0,0
472,makan murah riah suasana asri desa banget reta sawah bebek pakan ikan,1,0,1,1,1
473,cocok rekreasi luarga teman,1,0,1,0,0
474,geprek enaak,1,0,0,0,1
475,bagus banget cocok banget healing,1,0,1,0,0
476,tiket masuk ribu parkir motor ribu bersih luas cocok wisata luarga,1,0,1,0,0
477,keren banget,1,0,1,0,0
478,muantab indah,1,0,1,0,0
479,toilet duduk,0,0,1,0,0
480,asyik banget,1,0,0,1,0
481,wahana rekreasi pandang gunung reta linci kuda poni kolam renang sawah,1,0,0,1,0
482,asiek ponak suka,1,0,1,0,0
483,wisata sejuk alam pandang sawah nyaman pandang,1,0,1,0,0
484,wisata pandang pandang bukit sayang kolam renang ubah tama kali coba kolam renang sepert kedung klurak biar lihat bersih wahana main antri banget panas anak bosan,0,0,1,1,0
485,bagus benah nyaman unjung maju bumdes tapanrame trawas,1,0,1,0,0
486,worth harga tiket masuk pandang bagus sejuk banget harga tiket wahana mahal jangkau makan mahalll ayam bakar enak,1,0,1,1,1
487,tenang sekal nongkrong,1,0,1,0,0
488,bagus nyaman,1,0,1,0,0
489,healing lihat pandang sawah gunung main anak anak murah jangkau enak pas pagi jam jam sore apalag mendung syahdu sejuk,1,0,1,1,0
490,wisata daerah lembah akses masuk arah trawas prigen sete belo vanda gang sebe kiri jalan plakat hansip jaga masuk jalan urun sampa loket bayar orang parkir motor wisata tawar hampar sawah latar gunung anggung eksotis situ wahana main reta sawah prau angsa dremulen sepeda layang kolam pandi kolam api ikan gratis situ duduk gazebo sebar luas dopo sebaga nongkrong teduh warung jual olah hasil kebun warung jual makan minum pagi jam pagi sepi kesan nyaman hening sendir jam trmpat rama unjung bludak seki imakasih,1,1,1,1,1
491,kakak nya ramah ramah,1,1,0,0,0
492,pandang sawah hijau asri unjung buang sampah sembarang,0,0,1,0,0
493,bagus sejuk timet masuk murah parkir motor tiket wahana murah makan minum masuk murah area wisata harga goreng wajar harga segitu semoga kembang,1,0,1,0,1
494,alam,1,0,1,0,0
495,lumay wahana main anak harga tiket masuk ribu orang parkir mobil ribu lokasi mandi air sumber dangkal anak air dingin makan snak gasebo santai wahana main bayar suasana sejuk pandang sawah,1,0,1,1,1
496,wisata murahmeria,1,0,1,0,0
497,gapura bolak kali bilang penuh hansip nya,0,1,0,0,0
498,temat bagus wahana murah,1,0,1,1,0
499,exit buruk,0,0,1,0,0
500,rupa wisata sawah arti sesungguh area sawah duduk asri natural pandang alam indah udara sejuk segar dingin alam suasana tenang aman nyaman senang fasilitas lengkap kolam ikan api kolam renang alam air jernih bersih area foto pandang bagus fasilitas main bagus padah layan ramah senang,1,1,1,1,0
501,asyik murah riah tiket masuk orang gratis api ikan santai saung sawah an enang air alam main anak luarga harga relatif jangkau bebek air reta ayun sepeda gantung becak gantung villa weekday kamar weekend makan hitung murah wisata pop mie aqua saran pagi pagi sekal sore siang dikit audah rama panas,0,0,1,1,1
502,murah riah wahana pandang sawah goda bikin mata ijoo,1,0,1,1,0
503,jual makan toilet,0,0,1,0,1
504,karya wisata daerah tapanrame mojokerto rupa desa brili rupa desa bina bank rakyat indonesia ro surabaya desa inisiasi bumdes tapanrame support bank rakyat indonesia program corporate social responsibility sebaga embang masyarakat area wisata area wisata kuliner area wisata alam area wahana wisata area wisata kuliner area wisata kelola bumdes sedia makan utama area kelola umkm bina bumdes tapanrame berjum toko umkm sedia minum makan ringan area wisata alam wisata pandi kolam ikan area wisata agro area wisata wahana aneka main kolam reta api area parkir ndara sedia ndara roda seratus ndara roda sedia mushola toilet,1,1,1,1,1
505,bagus harga jangkau masuk nya ribu gratis renang pandang sawah indah wahana nya ribu makan minum jangkau puas semoga perindah wahana,1,0,1,1,1
506,wisata luarga rekomendasi tiket jangkau belanja sayur lansung tani,1,0,1,0,0
507,wisata alam cocok luarga luarga teman harga jangkau ikmat alam main,1,0,1,1,0
508,nya luas makan nya upa pujasera umkm batas duduk nya suasana sejuk segar rama harga orang habis ribu masuk makan minum wahana main parkir harga tiket masuk,0,0,1,1,1
509,bagus wahana tarik reta eliling sawah,1,0,0,1,0
510,bagus healing,1,0,1,0,0
511,bagus sekal nuansa khas desa sawah gunung wajib mbali,1,0,1,0,0
512,mantab area main luas sekal,1,0,0,1,0
513,akses jalan sempit daoat hadiah beret kanan kiri selip mobil parkir penuh mobil masuk stop penuh masuk,0,0,1,0,0
514,mobil kali pengin aman jalan sempit banget cok mobil gue langsung beret kanan kiri mobil beli cok,0,0,1,0,0
515,rawon iga sumber gempong coba unik mantap,1,0,0,0,1
516,lingkung alam akjub,1,0,1,0,0
517,keren sih sawah wisata fasilitas lumay banget tiket masuk murah kamar mandi bersih karyaw elola ramah ramah banget,1,1,1,0,0
518,nya sejuuk cocok wisata luarga gubuk nya semangat benah,0,0,1,0,0
519,mantab apalag api ikan,1,0,1,0,0
520,nya nyaman,1,0,1,0,0
521,rute masuk sempit kuota masuk batasi,0,1,1,0,0
522,cocok wisata luarga healing seru wisata sumber gempong kec trawas kab mojokerto,1,0,1,0,0
523,alhamdulil hilang asar istri ata sawah wisata lumay bagus pondok istirahat gazebo gubug lumay dtidak bawa uang arena main reta mini becak udara bayar wisata kota relatif harga wajar beli jajan minum makan bakso demiki sholat ya kolam renang bayar air semoga lihat jernih tidak renang kuatir entar sakit hobby luarga wisata cari kolam renang selfi seki alam dana kali puas kolam renang bersih,0,0,1,1,1
524,lokasi wisata letak daerah trawas mojokerto kena tiket masuk orang rupiah sepeda motor kena biaya parkir rupiah mobil rupiah fasilitas hibur lumay lengkap enang kuda paka ndara atv biaya unjung coba wisata pandang keliling sawah latar gunung rama unjung pekan sedia beli makan minum toilet tolong jaga bersih lihat unjung suka buang sampah sembarang lihat sampah sera,0,1,1,1,1
525,bagus sejuk udara mushola harga makan jangkau,1,0,1,0,1
526,bagus indah,1,0,1,0,0
527,wisata kolam renang alam reta anak kuda taraf embang bagus selfie tiket masuk rp orang,1,0,1,1,0
528,salah wisata alam suasana desa gunung ds tapanrane kec trawas nyaman santai bero raga healing sebaga,1,0,1,0,0
529,jalan masuk atur,0,0,1,0,0
530,lumay sejuk jalur uju lokasi sempit mobil,0,0,1,0,0
531,bersih pohon rindang gapura makam tua batu lingga batu merah semoga jaga lestaria,0,0,1,0,0
532,bagus suka reta sawah,1,0,0,1,0
533,lokasi nyaman cocok piknik luarga sedia gazebo wahana main anak ramah kantong,1,0,1,1,0
534,rama pekan parkir eri penuh sesak akses sulit area main tidak minat orang antri pelihara,0,1,1,1,0
535,lumay enak acara luarga sg nuanaa alam,1,0,1,0,0
536,tidak rekomendasi unjung kota area parkir nyaman rama,0,0,1,0,0
537,akses masuk ndara sulit,0,0,1,0,0
538,nyaman cocok libur luarga makan enak murah,1,0,1,0,1
539,luarga libur kesan kenang pandang ragu bersih sejuk indah asih alam kesan gawa ramah hp ponak tinggal camp tinggal tidak sadar hp tinggal kembi gawa pulang mobil tumpang alam ban bocor sehinggga ganti ban gawa kontak nyari dongkrak inti wisata rekom banget,1,1,1,0,0
540,ok asri sejuk pas panas hujan nyaman wisata outdoor nya ngerokok kasih anak suka asap rokok,0,0,1,0,0
541,arik murah senang,1,0,1,0,0
542,tiket masuk murah wahana pandang nya amazing tiket reta ribu becak ribu sepeda ribu parkir ribu,0,0,1,1,0
543,nyaman dingin asri,1,0,1,0,0
544,refreshing murah riah segar udara angin sawah hibur main,1,0,1,1,0
545,bagus wahana hibur sejuk mata,1,0,0,1,0
546,wisata alam bagus unjang pandiri ekonom masyarakat desa buka lapang kerja warga,1,1,0,0,0
547,dingin asik,1,0,1,0,0
548,murah riah,1,0,1,0,0
549,pagi suasana desa sawah pandi api ikan reta sawah,1,0,1,1,0
550,aduh sumber gempong nya indah ku,1,0,1,0,0
551,senang,1,0,0,1,0
552,wisata desa cocok luarga time sesua nama sumber air letak pohon kolam pandi anak wahana sedia urut patut coba sepert bebek air reta awan sepeda terbang pandang lokasi panja mata tika masuk suguh pandang hampar sawah pandang gunung sebe kiri lihat sumber air pohon harga tiket masuk orang parkir sepeda motor motor rekomend,1,0,1,1,0
553,admin buka pinta maaf fasilitas sepert loh loh wisata parkir sepert tidak tinda pilik,0,1,1,0,0
554,rekomended mobil pas minggu kondisi hujan area parkir medan off road,0,0,1,0,0
555,apeessss parkir trpergkap lumpuuurr,0,0,1,0,0
556,kuda reta api ikan minggu padat sekal unjung,0,0,1,1,0
557,ampun musim hujan kayak begin fasilitas parkir nerin kades pasuk jebak lumpur sasar unjung parkir musim hujan begin,0,0,1,0,0
558,senang ulang,1,0,1,0,0
559,bagus wahana main plus kolam renang sumber alam parkir mobil alas tanah info tugas lahan parkir cor makan vari nya harga murah,1,1,1,1,1
560,salah destinasi wisata alam indah cocok wisata luarga lokasi lembah sawah bukit bukit hijau kuliner khas desa tapanrame adal kopi lokal tapanrame recommended,1,0,1,0,1
561,akses mudah aman parkir luas pilih wahana arik jangkau aman area pujasera bersih nyaman jangkau cocok wisata luarga wisata edukasi integrasi sawah warga produktif daya pas warga panen padi salah bidang sawah,1,0,1,1,1
562,elola harap hatik teduh teduh rebut ganti bilas antri toilet letak mushola kotor debu lanta ramik plester semoga,0,0,1,0,0
563,tahap embang potensi wisata unggul pilik pandang indah,1,0,1,0,0
564,wisata murah riah,1,0,1,0,0
565,bagus spot foto harga tiket msukx jngkau wisata kuliner pokokx lengkp semuax dijmin sesal pergi jalan wisata sawah sumber gempong pengin kesna,1,0,1,0,1
566,bagus healing tiket masuk murah,1,0,1,0,0
567,bersih jual makan hargax sesua pokokx enak wisatax,1,0,1,0,1
568,wisata wajib kunjung harga murah ikmat pandang alam sejuk,1,0,1,0,0
569,wisata arik gunung anggung kaki bukit gunung ringgit hawa sejuk sumber air kolam kecek cari ikan gatul parkir mudah masuk murah antisipasi hujan kayak becek parkir,0,0,1,0,0
570,mantul enak panda sejuk latar sawah hampar hijau uning nya padi panen rapi gunung exotis sekal enak leseh luarga tiket masuk murah riah weeknd penuh parkir pokona mah top martkop sumber gempong euy,0,0,1,0,0
571,pilih wisata lepas lelah jenuh aktivitas hidup kota nyaman,1,0,1,0,0
572,marin habis jalan surabaya jam motor nyasar nyata wisata masuk gang pas sampa tuju senang banget suguh indah alam sawah hijau background gunung minus panas jarang teduh recommend pas kantin buka senen buka makan harga murah start ribu wahana jangkau ribu suka wahana reta itar sawah seru sekal air sejuk asli sumber gunung mskipun panas bikin belang kulit marin pengin kuda orang jaga loket weekend its oke sih hehe oiya tiket masuk murah banget ribu orang parkir motor ribu jalan tidak anjak curam bawa motor worth,0,0,1,1,1
573,wisata murah riah harga tiket masuk nya murah orang makan murah pangsit mie ayam paka tepak makan plastik wahana murah pandang nya bikin refresh gubuk paka ngdingin main air sawah,1,0,1,1,1
574,mantap banget,1,0,1,0,0
575,asik apalag wahana reta liling sawah,1,0,0,1,0
576,nyaman asri enak banget healing introvert ramah banget,1,0,1,0,0
577,kunjung minggu panas macet,0,0,1,0,0
578,harga tiket masuk orang masuk lokasi parkir main beli wahana ticketing harga tiket favorit reta sawah tiket antri kode tiket panggil eras suara hindar hujan jalan basah area parkir tanah padat recommended serame batu layan ramah masuk sampa parkir,0,1,1,1,0
579,oke siang dikit panas ya,0,0,1,0,0
580,biaya masuk murah riah khas desa banget suasana,1,0,1,0,0
581,pandang alam sok refresing segar tingkat arah masuk lokasi,1,0,1,0,0
582,wisata bagus pandang indah sekedar masu jalan masuk ndara pisah jalan sempit ganti masuk area wisata,0,0,1,0,0
583,wisata alam hampar sawah hijau luas segar mata udara sejuk tiket masuk murah rp wahana main reta sawah flying fox tiket pisah ya makan murah riah enak wisata utama sebenar sumber mata air alam suka santa gubuk sawah ikmat angin sepo sepo pagi pas weekend siang dikit rama parkir luas cocok libur luarga tipis tipis,1,0,1,1,1
584,murah riah wisata,1,0,1,0,0
585,tiket wahana golong mahal,0,0,0,1,0
586,weekend rama unjung,0,0,1,0,0
587,wisata alam murah alam,1,0,1,0,0
588,senang wisata harga tiket masuk murah bikin bahagia,1,0,1,0,0
589,bagus sejuk jam siang,1,0,1,0,0
590,sejuk sekal,1,0,1,0,0
591,wisata murah riah harga tiket masuk jangkau wahana anak anak dewasa lengkqpi sarana sepert kuliner toilet gazebo mushola weekend libur ubtuk teduh panas hujan cari jalan beda lokasi wisata tidak macet ganti ndaar masuk perlebar akses jalan uju lokasi wisata,0,1,1,0,0
